Campaign Name,Ad Set Name,Ad Name,Primary Text,Headline,Description,Call to Action,Destination URL,Image URL,Platform,Format,Status
4H_2026_sawcity,sawcity_awareness_instagram,IG-01,Your next job is probably calling right now. Don’t miss it.,,AI answers your calls. $79/mo. No contracts.,Start now,https://saw.city/ig?utm_source=instagram&utm_medium=paid-social&utm_campaign=4h_2026-03_activation_next-job&utm_content=igc01_hk18_reel9x16&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/saw-instagram-ad.png,instagram,reel9x16,ACTIVE
4H_2026_sawcity,sawcity_awareness_instagram,IG-02,Field-proof. Jobsite-proof. No BS.,,AI answers your calls. $79/mo. No contracts.,Start now,https://saw.city/ig?utm_source=instagram&utm_medium=paid-social&utm_campaign=4h_2026-03_activation_jobsite-proof&utm_content=igc02_hk19_reel9x16&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/saw-instagram-ad.png,instagram,reel9x16,ACTIVE
4H_2026_sawcity,sawcity_awareness_instagram,IG-03,Real calls. Real jobs. No demo theater.,,AI answers your calls. $79/mo. No contracts.,Start now,https://saw.city/ig?utm_source=instagram&utm_medium=paid-social&utm_campaign=4h_2026-03_activation_real-calls&utm_content=igc03_hk20_reel9x16&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/saw-instagram-ad.png,instagram,reel9x16,ACTIVE
4H_2026_sawcity,sawcity_awareness_instagram,IG-04,"Built for operators, not software tourists.",,AI answers your calls. $79/mo. No contracts.,Start now,https://saw.city/ig?utm_source=instagram&utm_medium=paid-social&utm_campaign=4h_2026-03_activation_operators&utm_content=igc04_hk21_reel9x16&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/saw-instagram-ad.png,instagram,reel9x16,ACTIVE
4H_2026_sawcity,sawcity_retarget_facebook,META-RT-02,"You did the hard part. Complete checkout, switch on your call flow, and run it while you’re in the field.",Finish in minutes,AI answers your calls. $79/mo. No contracts.,Complete setup,https://saw.city/fb?utm_source=facebook&utm_medium=paid-social&utm_campaign=4h_2026-03_retarget_checkout-recovery&utm_content=rtc04_meta_static4x5&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/saw-facebook-ad.png,facebook,static4x5,ACTIVE
4H_2026_sawcity,sawcity_awareness_facebook,RINSE-META-RT-01,Missed calls don’t wait. Finish your Rinse.City setup and capture the jobs already trying to reach you.,Stop losing work to voicemail,AI answers your calls. $79/mo. No contracts.,Start now,https://saw.city/fb?utm_source=facebook&utm_medium=paid-social&utm_campaign=4h_2026-03_rinse_retarget_missed-call-recovery&utm_content=rinse_rtc03_meta_static4x5&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/saw-facebook-ad.png,facebook,static4x5,ACTIVE
4H_2026_sawcity,sawcity_awareness_instagram,RINSE-IG-03,Real calls. Real jobs. No demo theater.,,AI answers your calls. $79/mo. No contracts.,Start now,https://saw.city/ig?utm_source=instagram&utm_medium=paid-social&utm_campaign=4h_2026-03_rinse_activation_real-calls&utm_content=rinse_igc03_hk20_reel9x16&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/saw-instagram-ad.png,instagram,reel9x16,ACTIVE
4H_2026_sawcity,sawcity_awareness_instagram,RINSE-IG-02,Field-proof. Jobsite-proof. No BS.,,AI answers your calls. $79/mo. No contracts.,Start now,https://saw.city/ig?utm_source=instagram&utm_medium=paid-social&utm_campaign=4h_2026-03_rinse_activation_jobsite-proof&utm_content=rinse_igc02_hk19_reel9x16&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/saw-instagram-ad.png,instagram,reel9x16,ACTIVE
4H_2026_sawcity,sawcity_awareness_instagram,RINSE-IG-01,Your next job is probably calling right now. Don’t miss it.,,AI answers your calls. $79/mo. No contracts.,Start now,https://saw.city/ig?utm_source=instagram&utm_medium=paid-social&utm_campaign=4h_2026-03_rinse_activation_next-job&utm_content=rinse_igc01_hk18_reel9x16&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/saw-instagram-ad.png,instagram,reel9x16,ACTIVE
4H_2026_sawcity,sawcity_awareness_facebook,RINSE-FB-04,"Built for field chaos, not office fantasy.",Field-proof by design,AI answers your calls. $79/mo. No contracts.,Start now,https://saw.city/fb?utm_source=facebook&utm_medium=paid-social&utm_campaign=4h_2026-03_rinse_activation_field-proof&utm_content=rinse_fbc04_hk17_static4x5&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/saw-facebook-ad.png,facebook,static4x5,ACTIVE
4H_2026_sawcity,sawcity_awareness_facebook,RINSE-FB-03,Set it up once. Let it run every day.,Go live in minutes,AI answers your calls. $79/mo. No contracts.,Go live today,https://saw.city/fb?utm_source=facebook&utm_medium=paid-social&utm_campaign=4h_2026-03_rinse_activation_go-live&utm_content=rinse_fbc03_hk16_static4x5&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/saw-facebook-ad.png,facebook,static4x5,ACTIVE
4H_2026_sawcity,sawcity_awareness_facebook,RINSE-FB-02,One missed call can cost more than your software all year.,Stop missing high-value calls,AI answers your calls. $79/mo. No contracts.,Hear it live,https://saw.city/fb?utm_source=facebook&utm_medium=paid-social&utm_campaign=4h_2026-03_rinse_activation_missed-call-value&utm_content=rinse_fbc02_hk15_static4x5&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/saw-facebook-ad.png,facebook,static4x5,ACTIVE
4H_2026_sawcity,sawcity_awareness_facebook,RINSE-FB-01,Owner-operator? This runs while you’re running a wash.,Capture more calls. Close more jobs.,AI answers your calls. $79/mo. No contracts.,Start now,https://saw.city/fb?utm_source=facebook&utm_medium=paid-social&utm_campaign=4h_2026-03_rinse_activation_owner-operator&utm_content=rinse_fbc01_hk14_static4x5&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/saw-facebook-ad.png,facebook,static4x5,ACTIVE
4H_2026_sawcity,sawcity_awareness_facebook,MOW-META-RT-02,"You did the hard part. Complete checkout, switch on your call flow, and run it while you’re in the field.",Finish in minutes,AI answers your calls. $79/mo. No contracts.,Complete setup,https://saw.city/fb?utm_source=facebook&utm_medium=paid-social&utm_campaign=4h_2026-03_mow_retarget_checkout-recovery&utm_content=mow_rtc04_meta_static4x5&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/saw-facebook-ad.png,facebook,static4x5,ACTIVE
4H_2026_sawcity,sawcity_awareness_facebook,MOW-META-RT-01,Missed calls don’t wait. Finish your Mow.City setup and capture the jobs already trying to reach you.,Stop losing work to voicemail,AI answers your calls. $79/mo. No contracts.,Start now,https://saw.city/fb?utm_source=facebook&utm_medium=paid-social&utm_campaign=4h_2026-03_mow_retarget_missed-call-recovery&utm_content=mow_rtc03_meta_static4x5&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/saw-facebook-ad.png,facebook,static4x5,ACTIVE
4H_2026_sawcity,sawcity_awareness_instagram,MOW-IG-04,"Built for operators, not software tourists.",,AI answers your calls. $79/mo. No contracts.,Start now,https://saw.city/ig?utm_source=instagram&utm_medium=paid-social&utm_campaign=4h_2026-03_mow_activation_operators&utm_content=mow_igc04_hk21_reel9x16&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/saw-instagram-ad.png,instagram,reel9x16,ACTIVE
4H_2026_sawcity,sawcity_awareness_instagram,MOW-IG-03,Real calls. Real jobs. No demo theater.,,AI answers your calls. $79/mo. No contracts.,Start now,https://saw.city/ig?utm_source=instagram&utm_medium=paid-social&utm_campaign=4h_2026-03_mow_activation_real-calls&utm_content=mow_igc03_hk20_reel9x16&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/saw-instagram-ad.png,instagram,reel9x16,ACTIVE
4H_2026_sawcity,sawcity_awareness_instagram,MOW-IG-02,Field-proof. Jobsite-proof. No BS.,,AI answers your calls. $79/mo. No contracts.,Start now,https://saw.city/ig?utm_source=instagram&utm_medium=paid-social&utm_campaign=4h_2026-03_mow_activation_jobsite-proof&utm_content=mow_igc02_hk19_reel9x16&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/saw-instagram-ad.png,instagram,reel9x16,ACTIVE
4H_2026_sawcity,sawcity_awareness_instagram,MOW-IG-01,Your next job is probably calling right now. Don’t miss it.,,AI answers your calls. $79/mo. No contracts.,Start now,https://saw.city/ig?utm_source=instagram&utm_medium=paid-social&utm_campaign=4h_2026-03_mow_activation_next-job&utm_content=mow_igc01_hk18_reel9x16&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/saw-instagram-ad.png,instagram,reel9x16,ACTIVE
4H_2026_sawcity,sawcity_awareness_facebook,MOW-FB-04,"Built for field chaos, not office fantasy.",Field-proof by design,AI answers your calls. $79/mo. No contracts.,Start now,https://saw.city/fb?utm_source=facebook&utm_medium=paid-social&utm_campaign=4h_2026-03_mow_activation_field-proof&utm_content=mow_fbc04_hk17_static4x5&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/saw-facebook-ad.png,facebook,static4x5,ACTIVE
4H_2026_sawcity,sawcity_awareness_facebook,MOW-FB-03,Set it up once. Let it run every day.,Go live in minutes,AI answers your calls. $79/mo. No contracts.,Go live today,https://saw.city/fb?utm_source=facebook&utm_medium=paid-social&utm_campaign=4h_2026-03_mow_activation_go-live&utm_content=mow_fbc03_hk16_static4x5&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/saw-facebook-ad.png,facebook,static4x5,ACTIVE
4H_2026_sawcity,sawcity_awareness_facebook,MOW-FB-02,One missed call can cost more than your software all year.,Stop missing high-value calls,AI answers your calls. $79/mo. No contracts.,Hear it live,https://saw.city/fb?utm_source=facebook&utm_medium=paid-social&utm_campaign=4h_2026-03_mow_activation_missed-call-value&utm_content=mow_fbc02_hk15_static4x5&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/saw-facebook-ad.png,facebook,static4x5,ACTIVE
4H_2026_sawcity,sawcity_awareness_facebook,MOW-FB-01,Owner-operator? This runs while you’re on the mower.,Capture more calls. Close more jobs.,AI answers your calls. $79/mo. No contracts.,Start now,https://saw.city/fb?utm_source=facebook&utm_medium=paid-social&utm_campaign=4h_2026-03_mow_activation_owner-operator&utm_content=mow_fbc01_hk14_static4x5&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/saw-facebook-ad.png,facebook,static4x5,ACTIVE
4H_2026_electricians,electricians_awareness_facebook,FB-E1,"Lights out at midnight means phones ringing. The electrical contractor who answers that call wins a $3,000+ job. Saw.City answers every call 24/7 so you're always first — for just $79/mo.",Lights out. Your phone rings. You answer.,AI answers your calls. $79/mo. No contracts.,See it live,https://electricians.city/electricians?utm_source=facebook&utm_medium=paid-social&utm_campaign=4h_2026-03_electricians_lights-out&utm_content=fbe01_hk01_static4x5&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/electricians-facebook-ad.png,facebook,static4x5,ACTIVE
4H_2026_electricians,electricians_awareness_facebook,FB-E2,"Be honest — how many service calls go to voicemail when you're on a job? Every one of those is a competitor's new customer. An AI phone agent captures every lead instantly, even when your hands are in a panel.",Hands in the panel? AI has your phone.,AI answers your calls. $79/mo. No contracts.,Start free,https://electricians.city/electricians?utm_source=facebook&utm_medium=paid-social&utm_campaign=4h_2026-03_electricians_hands-full&utm_content=fbe02_hk02_static4x5&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/electricians-facebook-ad.png,facebook,static4x5,ACTIVE
4H_2026_electricians,electricians_awareness_facebook,FB-E3,"That homeowner calling about a tripped breaker? They'll call 3 electricians. The first one to answer gets the job — and the repeat business. Saw.City makes sure that's you, every time. $79/mo.",First electrician to answer wins.,AI answers your calls. $79/mo. No contracts.,Get it now,https://electricians.city/electricians?utm_source=facebook&utm_medium=paid-social&utm_campaign=4h_2026-03_electricians_first-answer&utm_content=fbe03_hk03_static4x5&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/electricians-facebook-ad.png,facebook,static4x5,ACTIVE
4H_2026_pipe,pipe_awareness_facebook,FB-P4,"Most owner-operator plumbers miss 8-12 calls per week. At an average job value of $450, that's $3,600-$5,400 walking out the door — every single week.

Pipe.City answers every call for $79/mo.

Fill out the form below to see exactly how much missed revenue you're leaving on the table.",How many plumbing calls did you miss this week? (The number will cost you.),AI answers your calls. $79/mo. No contracts.,Calculate My Missed Revenue,https://pipe.city/pipe?utm_source=facebook&utm_medium=paid-social&utm_campaign=4h_2026-03_lead-gen&utm_content=FB-P4&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/pipe-facebook-ad.png,facebook,lead-gen,ACTIVE
4H_2026_pipe,pipe_retarget_facebook,FB-P5,"✅ 24/7 AI call answering (knows plumbing terminology — rough-in, PRV, DWV, water heater, main stack)
✅ Emergency dispatch scheduling
✅ Automatic job booking + customer confirmation
✅ Missed-call text-back
✅ Text/CRM notification to you

Start free. No credit card. First call answered within 20 minutes of setup.

pipe.city",You visited Pipe.City. Here's exactly what you'd get for $79/mo.,AI answers your calls. $79/mo. No contracts.,Start Free,https://pipe.city/pipe?utm_source=facebook&utm_medium=paid-social&utm_campaign=4h_2026-03_retarget-visit&utm_content=FB-P5&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/pipe-facebook-ad.png,facebook,static4x5,ACTIVE
4H_2026_pipe,pipe_retarget_facebook,FB-P6,"Your AI plumbing employee is ready.

Setup takes 3 minutes. Your first call gets answered within 20 minutes.

You'll never hear ""I called and nobody answered"" from a lost customer again.

pipe.city — $79/mo. No contract.",You almost signed up for Pipe.City. Finish in 3 minutes.,AI answers your calls. $79/mo. No contracts.,Finish Signup,https://pipe.city/pipe?utm_source=facebook&utm_medium=paid-social&utm_campaign=4h_2026-03_retarget-signup&utm_content=FB-P6&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/pipe-facebook-ad.png,facebook,static4x5,ACTIVE
4H_2026_pipe,pipe_awareness_facebook,FB-P7,"Pipe.City is the AI employee that answers every call plumbers can't pick up — mid-job, after hours, weekends, and emergencies.

It books appointments, handles emergency dispatches, and knows the difference between a PRV replacement and a full repiping estimate.

$79/mo flat. No per-minute billing. No call center markup.

Start free at pipe.city — Your AI employee for plumbing.",Plumbers are quietly adding $2K+/mo using this AI answering tool.,AI answers your calls. $79/mo. No contracts.,Start Free,https://pipe.city/pipe?utm_source=facebook&utm_medium=paid-social&utm_campaign=4h_2026-03_lookalike&utm_content=FB-P7&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/pipe-facebook-ad.png,facebook,static4x5,ACTIVE
4H_2026_electricians,electricians_awareness_facebook,FB-E4,"Emergency outage calls are the highest-value leads in residential electrical. They need help NOW. An AI that answers instantly, collects the details, and texts you the summary is the closest thing to cloning yourself.",Clone yourself for $79/mo.,AI answers your calls. $79/mo. No contracts.,Hear it,https://electricians.city/electricians?utm_source=facebook&utm_medium=paid-social&utm_campaign=4h_2026-03_electricians_clone&utm_content=fbe04_hk04_static4x5&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/electricians-facebook-ad.png,facebook,static4x5,ACTIVE
4H_2026_electricians,electricians_awareness_facebook,FB-E5,"You built your electrical business with hard work. Don't let a missed call hand your next panel upgrade to someone else. Saw.City answers 24/7, speaks professionally, and captures every lead. No hiring, no hassle.",Your AI receptionist. Starts at $79/mo.,AI answers your calls. $79/mo. No contracts.,Start now,https://electricians.city/electricians?utm_source=facebook&utm_medium=paid-social&utm_campaign=4h_2026-03_electricians_receptionist&utm_content=fbe05_hk05_static4x5&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/electricians-facebook-ad.png,facebook,static4x5,ACTIVE
4H_2026_electricians,electricians_retarget_facebook,FB-E6,Electrical contractors using Saw.City say the same thing: 'I can't believe I was losing that many jobs to voicemail.' Setup takes 10 minutes. First month free. What do you have to lose?,Electricians love it. Here's why.,AI answers your calls. $79/mo. No contracts.,Start free,https://electricians.city/electricians?utm_source=facebook&utm_medium=paid-social&utm_campaign=4h_2026-03_electricians_retarget-love&utm_content=fbe06_hk06_static4x5&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/electricians-facebook-ad.png,facebook,static4x5,ACTIVE
4H_2026_electricians,electricians_retarget_facebook,FB-E7,"You saw how it works. Now imagine it answering your phones tonight during an outage surge. Saw.City captures every caller's name, address, and issue — then texts you immediately. $79/mo, no contract.",Ready to stop missing outage calls?,AI answers your calls. $79/mo. No contracts.,Get it now,https://electricians.city/electricians?utm_source=facebook&utm_medium=paid-social&utm_campaign=4h_2026-03_electricians_retarget-outage&utm_content=fbe07_hk07_static4x5&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/electricians-facebook-ad.png,facebook,static4x5,ACTIVE
4H_2026_electricians,electricians_awareness_instagram,IG-E1,That 10pm emergency call just went to your competitor's voicemail. And yours. But one of you had an AI answer. Guess who got the job? Saw.City — $79/mo.,First to answer wins every time.,AI answers your calls. $79/mo. No contracts.,See it live,https://electricians.city/electricians?utm_source=instagram&utm_medium=paid-social&utm_campaign=4h_2026-03_electricians_first-answer&utm_content=ige01_hk01_square&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/electricians-instagram-ad.png,instagram,square,ACTIVE
4H_2026_electricians,electricians_awareness_instagram,IG-E2,"Electricians are leaving thousands on the table every month in missed calls. Panel upgrades, service calls, outage emergencies — all going to voicemail. $79/mo changes that completely.",Stop leaving jobs on the table.,AI answers your calls. $79/mo. No contracts.,Start free,https://electricians.city/electricians?utm_source=instagram&utm_medium=paid-social&utm_campaign=4h_2026-03_electricians_table&utm_content=ige02_hk02_square&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/electricians-instagram-ad.png,instagram,square,ACTIVE
4H_2026_electricians,electricians_awareness_instagram,IG-E3,Your phone rings while you're in a crawlspace. Saw.City answers. Collects the info. Texts you the lead. You call back first. You win the job. $79/mo.,In a crawlspace? AI has your back.,AI answers your calls. $79/mo. No contracts.,Hear it,https://electricians.city/electricians?utm_source=instagram&utm_medium=paid-social&utm_campaign=4h_2026-03_electricians_crawlspace&utm_content=ige03_hk03_story&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/electricians-instagram-ad.png,instagram,story,ACTIVE
4H_2026_lawfirm,lawfirm_awareness_facebook,LF-FB-AW-5,"Your law firm is busy practicing. AI handles the phones.

Real voice. Real answers. Real bookings. lawfirm.city — $79/mo.",You work. AI answers.,AI answers your calls. $79/mo. No contracts.,See it live,https://lawfirm.city/lawfirm?utm_source=facebook&utm_medium=paid-social&utm_campaign=4h_2026-03_lawfirm_ai_answers&utm_content=fb_aware_5&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/law-hero.png,facebook,static4x5,ACTIVE
4H_2026_electricians,electricians_awareness_instagram,IG-E4,"Storm took out power in 40 homes. 40 calls are being made right now. The electrician who answers them first books the day. Saw.City makes sure that's you. Every storm, every time.",Storm surge. 40 calls. Who answers?,AI answers your calls. $79/mo. No contracts.,Get it now,https://electricians.city/electricians?utm_source=instagram&utm_medium=paid-social&utm_campaign=4h_2026-03_electricians_storm-surge&utm_content=ige04_hk04_square&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/electricians-instagram-ad.png,instagram,square,ACTIVE
4H_2026_electricians,electricians_awareness_instagram,IG-E5,"An AI phone agent that talks like a real person, captures lead details, and texts you instantly. Built for electrical contractors. $79/mo. No contract. Try it free.",AI answering. Real results.,AI answers your calls. $79/mo. No contracts.,Start now,https://electricians.city/electricians?utm_source=instagram&utm_medium=paid-social&utm_campaign=4h_2026-03_electricians_ai-real&utm_content=ige05_hk05_story&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/electricians-instagram-ad.png,instagram,story,ACTIVE
4H_2026_electricians,electricians_retarget_instagram,IG-E6,"Contractors like you booked panel upgrades, service calls, and outage jobs they would've missed. Saw.City is $79/mo and takes 10 minutes to set up. Still on the fence?",Electricians are already winning with it.,AI answers your calls. $79/mo. No contracts.,Start free,https://electricians.city/electricians?utm_source=instagram&utm_medium=paid-social&utm_campaign=4h_2026-03_electricians_retarget-fence&utm_content=ige06_hk06_square&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/electricians-instagram-ad.png,instagram,square,ACTIVE
4H_2026_electricians,electricians_retarget_instagram,IG-E7,You checked out Saw.City. Smart. Now imagine it answering your next after-hours outage call. One job easily pays for a full year. $79/mo. Start today.,One outage call pays for the year.,AI answers your calls. $79/mo. No contracts.,Get it now,https://electricians.city/electricians?utm_source=instagram&utm_medium=paid-social&utm_campaign=4h_2026-03_electricians_retarget-roi&utm_content=ige07_hk07_square&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/electricians-instagram-ad.png,instagram,square,ACTIVE
